Country,Year,LifeExpectancy,GDPperCapita,Population,SchoolEnrollment,InternetUsers,HealthExpenditure,LiteracyRate,GDPGrowth
Germany,1999,77.72682926829269,26965.492277372156,82100243.0,,20.8,,,2.1301166938953315
San Marino,1991,77.944,,23797.0,,,,,
Finland,2014,81.18048780487807,50073.776081587115,5461512.0,99.6617202758789,86.5304,4922.4296875,,-0.4780684247837001
"Macao SAR, China",2003,81.0439024390244,18589.899833053376,443600.0,105.168479919434,25.7421,,,11.6405066186351
Kazakhstan,1997,63.318,1381.6359329518705,16043251.0,94.6466827392578,0.0646,,,1.6999999994951338
El Salvador,1992,62.944,1040.7816408201863,5585609.0,93.6843719482422,,,74.1399993896484,7.021963315752174
IDA total,1997,55.02959236741614,552.6085871244803,1052340078.0,76.3395080566406,,,54.2119293212891,3.756970631051004
Japan,2003,81.76,35387.03742035993,127718000.0,,48.4353,2650.23852539,,1.5351254994669432
Equatorial Guinea,2015,60.635,9068.910032386446,1453923.0,47.5486488342285,21.32,212.26531982,,-9.11004114881537
Greenland,1993,65.58536585365853,16797.35782188279,55200.0,,,,,-5.027932629425152
East Asia & Pacific (excluding high income),2011,73.9857453156401,4913.896214272273,1989106668.0,105.213920593262,32.3,200.30109431226347,94.6347427368164,8.584803144038531
Belarus,1991,70.37804878048782,1805.4559253152693,10194050.0,94.5129318237305,,,,-1.1999957050646657
Thailand,1996,69.94,3054.656908064732,59920064.0,,0.1149999999999999,,,5.651944464994713
Liechtenstein,2019,84.16097560975611,166907.83930501563,38563.0,103.830009460449,93.1461,,,
Senegal,2011,64.799,1374.6759187384446,12958897.0,86.5724487304688,9.8,57.93114853,51.810001373291,1.334091079612577
South Sudan,2017,35.351,,10259154.0,,4.1,28.05690956,,
Austria,1992,75.81707317073172,24782.71187670633,7840709.0,,0.643,,,2.093524426260202
Puerto Rico (US),2010,78.717,26414.88106345475,3724465.0,99.1731872558594,45.3,,91.9700012207031,-0.4132541191723646
Lebanon,2011,77.768,7834.96257108993,5096020.0,84.8372167281463,52.0,640.69805908,,0.8673398785527695
Hungary,1996,70.32878048780489,4542.012038097802,10311238.0,,0.969,,,0.1012342276332418
Suriname,1996,63.079,1962.8849582029493,438830.0,,0.2259999999999999,,,1.0000012228145607
Dominican Republic,1999,70.178,2620.889681727205,8446208.0,,1.1,,,5.956510249995432
Guam,1994,74.344,,147868.0,,0.348,,,
"Micronesia, Fed. Sts.",1992,63.996,1699.330191019598,104806.0,,,,,4.008016032064134
Greece,2006,79.43902439024392,24416.023297027456,11020362.0,99.1430435180664,32.25,2052.87548828,,6.443397624874365
Georgia,1994,68.669,519.8155788149649,4836076.0,81.7759475708008,,,,-10.39823008849558
France,1990,76.60000000000001,21586.467461748296,58261012.0,,0.0528,,,2.8296271532647808
Gibraltar,2007,81.269,,30006.0,,51.61,,,
Tanzania,1991,51.837,276.452453613281,26780436.0,67.6530685424805,,,,2.071988213619136
Montenegro,1991,73.76673170731708,,607105.0,,,,93.4599990844727,
South Sudan,2013,58.285,1650.1894335352792,11166275.0,,2.2,,,13.129731140694332
"Korea, Dem. People's Rep.",2015,72.825,,25575350.0,,,,,
Liechtenstein,1998,77.74634146341464,78302.99059058478,31668.0,,,,,7.761262836946912
Philippines,2005,68.423,1220.4601855986728,88015962.0,101.720321655273,5.39764,45.67607498,,4.942505118776779
Zambia,2020,63.361,951.6443166559574,19059395.0,,24.5,60.01779938,81.7591544152556,-2.7850550654516724
Croatia,2008,75.91219512195123,15889.434707475948,4309705.0,97.9028015136719,44.24,1258.87243652,,1.9685900928191131
Uganda,2016,64.494,752.6965717256556,38799152.0,106.540283203125,5.9,39.08125305,69.0999984741211,4.781000292544817
Benin,2016,59.283,1010.533896199298,11697842.0,120.301116943359,14.5,28.24943924,,3.339673426296926
Canada,1991,77.59341463414636,21846.7930471354,28037420.0,,0.5700000000000001,,,-2.0910550979319
Indonesia,1994,65.041,899.7939829498166,196591828.0,112.164291381836,0.00106,,,7.539971095514389
Liechtenstein,2017,83.74634146341465,170547.092298954,37962.0,104.699737548828,99.5466,,,
Panama,2015,77.583,14082.654850272787,3960035.0,96.205074799494,51.2054,982.06530762,,5.266917195955159
Finland,1992,75.45536585365855,22320.112469585685,5041992.0,,1.89,,,-3.3113736170659536
South Asia (IDA & IBRD),2001,63.26211063907427,446.4189193488711,1260149056.0,96.9547424316406,,18.66102169874115,60.3129806518555,4.573241989420794
Colombia,1998,70.924,2605.999380590233,37792165.0,,1.13,,,0.5697840884345169
Algeria,1999,70.088,1596.118222390247,30474354.0,106.491363525391,0.2,,,3.200001553195463
Argentina,2019,76.847,9955.974786804276,44973465.0,109.338218688965,79.947,1011.08013916,,-2.000861002857846
Bhutan,1993,57.906,407.3998424965701,554673.0,54.5066108703613,,,,1.9863665601488096
Liberia,2004,55.949,284.1402239924584,3156892.0,,0.0310112,18.00925446,,2.6198468947741276
San Marino,2008,82.894,75902.13205217646,31662.0,94.248046875,54.52,4378.24853516,,-0.5009392611145813
Cyprus,2005,79.198,24959.26171875,1036151.0,99.8711776733398,32.81,1366.01708984,,4.852987621755858
Kyrgyz Republic,2001,68.70731707317073,308.41129550148037,4945073.0,93.9270782470703,3.00294,12.87845421,,5.321621411904658
West Bank and Gaza,2005,72.004,1543.7014139277364,3320396.0,92.9911575317383,16.005,158.43028259,,11.290651182927135
Brunei Darussalam,2009,74.814,30946.46742729531,384952.0,112.532432556152,49.0,739.28015137,,-1.9002538618213125
Early-demographic dividend,2010,67.82444346697287,2936.943764725645,2967104472.0,105.187271118164,,137.29044852230706,75.349983215332,6.503628779420168
Brunei Darussalam,2008,74.814,42156.56852169785,377793.0,116.783126831055,46.0,792.01367188,,-3.900710820856588
Andorra,2001,82.162,23511.295147573674,65852.0,,,1376.14428711,,8.119357721699487
"Micronesia, Fed. Sts.",2010,64.892,2761.2432583224845,107540.0,,20.0,581.45568848,,2.2593899558593193
Finland,2019,81.9829268292683,48358.180777370086,5521606.0,99.5557479858398,89.6074,4459.9296875,,1.3497384574173736
Bangladesh,2016,71.075,1649.2838085860055,160811932.0,,18.1,39.30647659,72.7600021362305,7.113478212700926
Luxembourg,1995,76.51219512195124,51032.34963531796,408625.0,,1.59,,,1.432200197761475
Samoa,2011,71.393,3821.506782644792,194713.0,104.303479903574,11.0,211.88684082,98.9700012207031,3.849077946603955
Greenland,1992,65.1960975609756,18768.82753254548,55300.0,,,,,-5.111700032319703
Brunei Darussalam,1990,71.629,23658.716633038115,255292.0,,0.0,,,2.6430735661720206
Barbados,1997,73.988,9521.571273771226,262392.0,,0.783,,,4.740103327660663
Mexico,1991,69.368,3708.842054815697,84430572.0,,0.00588,,,3.97590497138043
Sweden,2004,80.49756097560977,42758.20155034174,8993531.0,100.143241882324,83.89,3488.17285156,,4.179530407624625
"Yemen, Rep.",2017,67.12,811.165970405745,33090921.0,,26.7184,51.94430542,,-5.071795642614902
"Yemen, Rep.",2016,67.105,975.3594170032254,32109010.0,76.9753799438477,24.5792,47.25681305,,-9.37512382380578
"Korea, Rep.",2018,82.62682926829268,33447.15628361658,51585058.0,98.6656723022461,96.0229,2493.33569336,,2.9074037737713496
Pakistan,2012,64.883,1204.364754915847,207667125.0,69.90386379122,8.1,25.59742928,56.7599983215332,3.0275839108862925
Puerto Rico (US),2000,75.514,16192.12697196377,3810605.0,,10.4746,,,3.2719645191047846
Turkmenistan,2013,68.968,6599.645290554815,5939341.0,,9.6,339.92349243,,10.200000101398984
Early-demographic dividend,2017,70.27299493935539,3505.1062150156145,3274060446.0,105.848731994629,,165.94317302604165,79.3345489501953,4.648945067955722
Canada,2015,81.82585365853659,43594.194104539434,35704498.0,99.8602600097656,90.0,4660.79833984,,0.6499710017348548
East Asia & Pacific (excluding high income),2008,72.92413762209334,3117.833897514871,1944305887.0,105.605628967285,19.2,116.59718095551678,94.0830993652344,8.648825847974862
Suriname,1993,62.382,1022.4458351989568,419352.0,127.022987365723,,,,-6.699998149715199
Upper middle income,2001,71.09627687017941,1830.9762019130053,2387807616.0,112.205947875977,,96.75976131699429,90.1190185546875,3.448159773994419
Barbados,1998,74.465,10734.36372428835,262436.0,,1.97,,,3.728464306044984
Germany,2008,79.73658536585367,46386.329592479946,82110097.0,105.103981018066,78.0,4669.76025391,,0.910403214153277
South Sudan,1990,28.628,,4737633.0,,,,,
Japan,2008,82.58756097560978,39876.30396857249,128063000.0,,75.4,3223.29101563,,-1.2242890006171336
Mauritania,1997,59.417,859.2839581757596,2411306.0,78.5126190185547,0.00417,,,-4.044696546782248
Burundi,2013,59.179,234.8430453888283,10439341.0,126.110240344608,1.26422,20.26322556,,4.924189898346839
Singapore,2020,83.5439024390244,61410.079263078835,5685807.0,100.53590938338,92.0043,3492.35986328,97.129997253418,-3.814708855107128
Syrian Arab Republic,2010,73.542,2730.614771189487,22482421.0,116.733467102051,20.7,88.11807251,,5.191905840753307
Malta,1993,76.71960975609755,7296.351111274892,371308.0,,,,,4.480749126826808
Guinea,2008,55.703,703.5328257843689,9898870.0,82.7527465820312,0.92,22.97397041,,4.133016159658325
Greenland,1991,65.03170731707317,18315.31656319062,55500.0,,,,,-0.1134645942368024
St. Vincent and the Grenadines,2018,71.017,8428.126771530695,104926.0,115.155746459961,56.0,358.53372192,,3.175611442399102
Hungary,2019,76.31951219512194,17012.859855319868,9694824.0,96.6208801269531,80.3717,1054.28076172,,5.0771849508893325
Croatia,2011,76.77560975609757,14694.99932014166,4280622.0,98.0935974121094,57.79,1132.49890137,,-0.0977514527446601
Sub-Saharan Africa (IDA & IBRD countries),1993,50.18223755321849,652.6100347858462,565570780.0,73.3198699951172,,,53.7172012329102,-0.9187024305146564
Africa Western and Central,2000,50.29798308157511,516.932316255791,274968446.0,80.5795135498047,,18.19985058486758,47.6228103637695,3.8424786286510657
Guam,2005,76.427,25631.97761080522,164365.0,,38.5599,,,3.642316349498671
Mauritania,2016,66.823,1565.7657572269577,4086657.0,88.6641926490124,19.2328,49.90084076,,1.2609092306722545
Small states,2008,68.92081923399647,10960.81124452589,17228345.0,104.842376708984,25.6,631.4379252774136,83.4283294677734,1.2490596332721964
Kosovo,1990,66.508,,1973790.0,,,,,
Mauritania,1999,60.443,781.3370335631973,2541698.0,82.4499130249023,0.118,,,3.673178313408016
"Egypt, Arab Rep.",1996,65.733,1008.9763762944742,67028048.0,92.5689926147461,0.0615,,55.5900001525879,4.988730565122083
World,2015,71.96475451024658,10175.409419507772,7441826877.0,100.999900817871,39.8,973.1539973141774,85.9566497802734,3.134515325341482
Pre-demographic dividend,2005,54.36598438004772,808.6044759110472,651320620.0,91.3320770263672,,33.734018394635385,57.6766586303711,6.020936455795308
"Hong Kong SAR, China",2020,85.49634146341464,46109.22999466091,7481000.0,105.128762541806,92.4131,,,-6.544783201668537
Liberia,1999,50.412,156.57316694569627,2821684.0,90.1342620849609,0.0113,,,21.741446804261088
Mongolia,2010,68.50560975609758,2625.21881402433,2738622.0,121.840103149414,10.2,99.50933838,98.2600021362305,6.365161678631097
Upper middle income,1998,70.18759002961963,1770.405771066503,2316706589.0,107.930656433105,,,89.0153884887695,2.9976124837794345
Bosnia and Herzegovina,2006,76.028,3166.128653448332,4063272.0,,25.1224,281.26403809,,5.4140035707943355
IDA only,2009,61.53492974506129,784.8784197800887,910994308.0,97.2744522094727,3.4,35.99583298975623,57.4935417175293,4.248018767865119
Portugal,1997,75.41219512195123,11575.507112435833,10108977.0,,4.95,,,4.400867637408908
Eritrea,2005,60.628,412.7530791994235,2661215.0,103.574653625488,,21.92651939,,2.5744495512484633
South Asia,2009,66.84109704633997,1054.435558857448,1425370200.0,110.484977722168,4.9,36.60660434945915,65.0412902832031,7.389811840677879
IDA blend,1999,55.22496589502025,530.0139256345378,384018319.0,79.5436019897461,,,59.6169281005859,2.029780684499599
Israel,1991,76.75853658536587,14346.08102786459,4949000.0,,0.215,,,7.726115109901059
Uzbekistan,2007,68.483,824.0281923347682,27076008.0,96.3551483154297,7.4906,46.89629364,,9.473005305445398
Philippines,1997,66.994,1273.2760487563603,73908810.0,103.284637451172,0.1369999999999999,,,5.186411674061645
Tajikistan,1999,63.114,175.0237647356246,6208370.0,93.6235427856445,0.0328,,,3.699550716658507
Hungary,1995,69.79170731707318,4509.417409100772,10328965.0,,0.677,,,1.4895254759304637
Liberia,2014,59.21,706.7144900645072,4564293.0,92.5530201850852,5.41,59.32390976,,0.7013931002875182
Kiribati,1994,62.797,837.9717062040004,80021.0,117.277488708496,,,,2.0452565621174443
"Gambia, The",2014,62.576,568.0045355886399,2164528.0,80.6712752410406,15.56,17.33743477,,-1.4073824951095446
Isle of Man,1995,73.371,12896.52528297161,71513.0,,,,,4.2999982060102155
Netherlands,2013,81.3048780487805,52602.28605207657,16804432.0,,93.9564,5532.72607422,,-0.0302325600539603
"Korea, Dem. People's Rep.",1992,71.009,,21750911.0,,,,,
Uzbekistan,2000,65.456,555.149231099186,24787054.0,99.1522369384766,0.484347,35.72119904,98.6399993896484,3.835000000140326
Azerbaijan,2000,65.377,655.0972495799167,8048600.0,97.2074890136719,0.147758,18.64016533,,11.0999991434346
Sub-Saharan Africa (IDA & IBRD countries),2019,61.12932184248726,1617.6688806924149,1139315618.0,97.0975570678711,25.0,75.81748346346062,67.7253723144531,2.6966970225990963
Latvia,2003,71.2658536585366,4914.57992829302,2287955.0,105.016151428223,26.98,280.50878906,,8.42913257059108
IDA only,1997,55.22891683130156,341.73557095142394,687850227.0,76.2800064086914,,,51.8239097595215,5.209968353960392
"Iran, Islamic Rep.",1999,69.686,1739.594620019712,65445391.0,97.4371566772461,0.379,,,2.0026962330806697
Liberia,2009,59.106,448.3863670255448,3943028.0,95.9832763671875,2.0,51.79761505,,5.300540502915311
Viet Nam,2009,73.525,1226.1697605153618,86460018.0,100.057693481445,26.55,69.82720184,93.5199966430664,5.3978975401418126
Virgin Islands (U.S.),2011,78.31707317073172,38997.13731646505,108290.0,,35.6,,,-8.204245553643148
North America,2010,78.81695470456144,48545.794359472864,343447854.0,101.326446533203,72.5,7561.413611524416,,2.7239591669271306
Low income,2009,59.1916649819035,753.8561977814082,417577386.0,95.3902282714844,3.7,39.02627021409942,54.771598815918,3.445596644649669
Mauritania,2007,64.885,1405.1501620336849,3093059.0,94.5087280273438,1.43361,40.41820145,,-1.9694227498840888
East Asia & Pacific (excluding high income),1993,68.42322382603095,533.8860617313105,1671604370.0,110.885391235352,,,82.308952331543,11.314525545998675
St. Kitts and Nevis,2002,70.194,10453.658706431252,46020.0,106.870231628418,21.1524,465.07720947,,1.3677150725363276
Azerbaijan,2005,67.71,1578.3673303066716,8391850.0,95.526969909668,8.03038,34.35204697,,27.961538068524348
Slovak Republic,1999,72.90243902439025,5651.623275142357,5396020.0,,5.4399999999999995,,,-0.4732612096211142
"Korea, Dem. People's Rep.",1999,60.91,,23497599.0,,0.0,,,
French Polynesia,2016,82.555,19690.077573458868,279178.0,,68.4404,,,2.3021982367043847
Cameroon,2007,55.71,1325.672482159333,18049896.0,107.514030456543,2.93,50.30911255,70.6800003051758,4.327589009728712
El Salvador,1998,66.655,1859.730858877418,5880781.0,105.382110595703,0.425,,,2.652277300164613
Jamaica,1995,71.488,2630.8493538282164,2500151.0,,0.109,,,2.349957041478291
Kazakhstan,2002,64.441,1573.5521993232485,15656677.0,100.211357116699,1.67477,56.88095856,,9.799999999608415
Lao PDR,2013,65.723,1812.5177442465056,6611385.0,118.408152699995,12.5,43.49770355,,8.026300226990173
New Caledonia,2005,74.867,25528.291835344433,244381.0,,32.359,,,
World,1990,65.10798311330309,4322.945332520136,5299246757.0,96.423828125,,,74.6307220458984,2.723395356503616
Namibia,2008,54.74,4204.785554227491,2047056.0,116.289268493652,5.329,411.6569519,,2.6498120378026755
Jordan,1997,71.324,1435.8759384686257,5046285.0,,0.599,,,3.308475383047366
Botswana,2012,60.384,6595.538450154237,2108617.0,107.411979939614,16.0,418.82244873,,-0.1708571165937087
Liechtenstein,1992,78.46365853658538,55057.11106256542,29627.0,,,,,3.608293843871565
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",1995,63.86974217577939,975.8461380594914,409972623.0,,,,,2.933865384006197
East Asia & Pacific (excluding high income),2004,71.85880092291933,1439.934645353079,1883675167.0,107.267608642578,,56.63970558703879,91.8963394165039,9.14913940463626
Myanmar,2009,63.095,758.4429357892551,48660459.0,108.319793701172,0.22,18.70313454,,10.550009096193165
Ukraine,2002,67.699,903.011901855469,48677281.0,127.055168151855,1.87389,52.11910248,,5.339647207190751
IDA only,1995,54.49060216417899,326.3722309106224,653949075.0,73.8584518432617,,,50.5967903137207,5.004443076037759
Peru,2016,75.951,6217.03599995447,30866494.0,104.087951660156,45.4617,311.33517456,94.1699981689453,3.953318715207672
Caribbean small states,2000,68.39767583246572,6477.4574036148015,3956229.0,98.6091384887695,,290.57000671748494,88.6244125366211,4.695998550304694
Central Europe and the Baltics,2015,76.57551197725037,12596.94750647915,102973167.0,96.9002227783203,,815.6681331343558,99.3286514282227,4.001782991007346
Finland,2020,81.93170731707318,48828.68468627994,5529543.0,99.8175811767578,92.1703,4736.21435547,,-2.491036055357071
Sao Tome and Principe,2002,61.826,568.1025725227101,149922.0,120.207168579102,7.58067,50.61143494,,3.3601881682219954
Madagascar,2019,63.504,499.8188376225341,28219554.0,124.946579330031,9.37944,15.50084877,,4.411232129095893
Chad,1992,46.777,290.6482861325662,6474656.0,54.2162704467773,,,,8.001443346319363
Lower middle income,2001,62.12669775690657,553.5186928449327,2169474338.0,93.0704727172852,,23.455074600004338,63.6107711791992,4.337122594290108
Mexico,2019,74.53,10369.555358527135,125762982.0,105.095039367676,69.6321,549.72601318,95.3889403219417,-0.3926905050992957
Middle income,2008,68.97444472155036,3026.2822197310234,4996382425.0,104.07202911377,,146.5233788682314,82.3001327514648,5.956625759163913
Peru,2014,75.26,6667.134103608605,30115826.0,102.949859619141,40.2447,332.18841553,93.7099990844727,2.3821573718054054
Africa Western and Central,1999,49.82376332925814,521.3647343497862,267506298.0,77.4401473999023,,,51.1494598388672,1.5281894579309636
Latin America & Caribbean (excluding high income),2003,71.54776239141441,3686.288601276791,481977727.0,115.165840148926,,241.32438046673437,89.6552505493164,2.3869921668340908
"Middle East, North Africa, Afghanistan & Pakistan",1993,64.00856482946759,1598.2527833102029,417150344.0,79.4384918212891,,,54.431568145752,2.461148650766148
Fiji,2016,66.657,5363.790266792433,919166.0,100.256688986124,49.42,175.91635132,,2.445651796641741
Seychelles,2018,72.84146341463415,18440.234046093155,96762.0,123.720432981425,69.2,708.699646,,4.939472722543115
Germany,1998,77.47560975609757,27395.94406080508,82047195.0,,9.88,,,2.096161401243805
Kuwait,2015,79.37656097560976,29882.212686706844,3834574.0,101.798934825921,82.0,1259.55786133,95.6900024414062,0.5927707333412542
Bahrain,2005,76.125,17966.165783762463,888822.0,95.1477508544922,21.3037,557.9574585,,6.768997377895019
Central Europe and the Baltics,2004,73.73043493273813,7180.270370296582,106331716.0,102.430068969727,,446.9859060311511,,5.874051846741594
Azerbaijan,1994,60.277,157.0635499470717,7596550.0,,0.00143,,,-19.700001239923836
Ethiopia,2019,65.741,828.7090805229211,115737383.0,,16.0,25.93511963,55.0499992370605,8.364085733140541
Small states,1994,65.63446760012164,3660.454636539312,14970002.0,99.5565872192383,,,78.9932403564453,3.128706974606146
St. Vincent and the Grenadines,1993,70.621,2539.649686498491,112735.0,,,,,4.2507307739710285
"Egypt, Arab Rep.",2001,67.612,1295.137418416295,74652029.0,88.5933837890625,0.838946,68.67334747,,3.5352519739150665
Tanzania,2011,61.618,775.392761230469,46029367.0,95.0884666333147,3.2,37.75179672,,7.672155434860642
Seychelles,2009,73.0829268292683,9747.09180546291,87298.0,103.479721069336,,401.24008179,,-2.4793759472613743
Tajikistan,2012,69.13,952.4528196954687,8014084.0,92.8905410766602,14.51,56.97117615,,7.4999994632152465
Kiribati,2012,65.908,1843.5533634988892,112284.0,,10.7468,146.6194458,,5.803659746452581
Mongolia,1993,60.82421951219513,354.89861308770054,2165130.0,79.4392395019531,,,,-3.168791550278243
Austria,2003,78.63170731707318,32110.115966142475,8121423.0,102.384437561035,42.7,3091.24023438,,1.141565045427754
Tonga,1994,68.371,1956.6618035482095,100166.0,,,,,4.952521243595044
Sub-Saharan Africa,2006,54.59012583022386,1225.831899830519,801269368.0,92.0808029174805,2.6,63.77071490418793,58.0305786132812,6.042760848823008
Sub-Saharan Africa (IDA & IBRD countries),2014,58.98557239230943,1886.523988121393,997961037.0,96.1997222900391,13.3,90.34299783033586,63.6659812927246,4.795953335400441
Turkmenistan,2017,69.19,5828.481662348902,6507061.0,,21.251,410.81082153,,6.500000046829754
Indonesia,1992,64.182,673.6710395474199,190043744.0,110.819923400879,,,,6.497506516827144
Barbados,2020,76.647,18347.110913105524,281698.0,94.5134829805,76.002,1234.30041504,,-15.05436294958919
Serbia,2018,75.89024390243902,7559.861657473944,6982604.0,100.301933288574,73.3607,617.08679199,,4.649350354910069
Cuba,1998,75.412,2332.3065613311883,11034712.0,103.534149169922,0.2269999999999999,,,0.1591460523267187
Timor-Leste,1993,47.008,264.0669947908361,821437.0,,,,,10.204765520040908
Germany,2005,78.93170731707318,35084.43635462689,82469422.0,103.440620422363,68.71,3558.21337891,,0.8856972567054413
Trinidad and Tobago,1996,68.039,4427.278324482888,1300928.0,95.7312088012695,0.393,,,7.134477464808711
San Marino,2014,84.394,51260.493834712455,32655.0,,,4120.02685547,,-0.7023705004389882
Afghanistan,2008,59.708,381.7332380284397,26482622.0,104.445137023926,1.84,39.88624954,,3.924983819994665
Estonia,2014,77.03414634146343,20581.789899169544,1314545.0,97.5922622680664,84.2415,1287.76123047,,3.3227898818270205
Northern Mariana Islands,1996,72.442,,51706.0,,,,,
Jamaica,1994,71.624,2202.858310384713,2475220.0,,0.0368,,,1.3833898027364882
Honduras,2004,69.05,1215.1399541276094,7298994.0,106.424087524414,5.6,83.29620361,,6.232302960691015
Ecuador,2004,73.868,2586.2091466334664,13608701.0,107.823509216309,4.83444,149.75236511,,6.832397366465145
Germany,1996,76.67317073170733,30599.78910483628,81914831.0,,3.05,,,1.0381558246406826
Kosovo,2005,73.437,,1818354.0,,,,,
"Korea, Dem. People's Rep.",2014,72.451,,25451262.0,,,,,
Turks and Caicos Islands,2012,76.969,22633.952750023345,32127.0,,,,,-2.666555620533643
Africa Eastern and Southern,2005,54.807680713633566,1115.7139565764696,463076637.0,92.893928527832,1.8,68.61597411484156,63.9414710998535,6.16249334973169
Kiribati,1998,64.1,874.4843491232207,85657.0,113.161460876465,0.617,,,4.442273992226006
Central African Republic,1997,47.284,265.52128238960034,3531700.0,,0.0143,,,5.299936018260738
Latin America & Caribbean,2014,74.56083486698263,10582.047349708964,612849401.0,109.37109375,48.7,763.0953737910102,93.3079681396484,1.3328338198022325
Other small states,2012,70.39203181494076,11066.661122605974,11346082.0,104.913421630859,,704.5933969958776,82.5635299682617,1.2345132734722597
Norway,1999,78.28292682926829,36393.292747108775,4461913.0,,40.0,,,2.072047169014496
Ecuador,2014,76.141,6405.799793004407,16035124.0,105.59687272731,45.5904,433.41845703,94.2200012207031,4.226065203884559
Post-demographic dividend,2006,78.72914981175151,35768.79387316118,1052866351.0,102.728256225586,,3880.946666799796,,2.941692465824715
"Congo, Dem. Rep.",1998,49.664,131.46133885801902,47297600.0,62.3416213989258,0.000413,,,-1.62415404478989
Brunei Darussalam,1998,73.584,17769.246362602527,312385.0,113.108619689941,6.279999999999999,,,-6.657159467313505
"Macao SAR, China",2005,81.34146341463415,25681.21673152215,473500.0,102.854553222656,34.8629,,,8.07523130593053
Chile,2017,80.61,14879.90862271865,18558868.0,101.396278381348,82.3275,1353.69274902,96.4000015258789,1.3576953734395687
Kenya,2018,62.825,1836.4527552899297,50207107.0,99.770420205161,19.5,75.27681732,,5.647946407092192
"Congo, Dem. Rep.",2006,54.498,238.4176394155117,60615908.0,,0.296054,10.37645721,,5.320979565489978
Cayman Islands,2012,77.121,75101.59136128004,57136.0,103.277848911652,69.7,,,1.2297536570114858
Guatemala,2011,70.321,3168.98370607705,14792126.0,116.099510743236,12.3,191.24732971,,4.163906882933489
Angola,2011,58.093,4615.910598317776,24218352.0,128.386344899029,4.7,122.11888123,,3.472053147981029
Greece,2008,79.93902439024392,31695.83310922093,11077841.0,,38.2,2840.50854492,,0.0574740238200774
Brunei Darussalam,1996,73.079,25692.23563747504,298276.0,111.854377746582,3.3000000000000003,,,-0.0273152499797078
Georgia,2013,73.025,4712.002293826649,3717668.0,110.575228390453,43.3,355.7394104,,5.132885312093819
Canada,2004,79.99219512195123,32145.541262021703,31938807.0,99.4407424926758,65.956,2896.19335938,,3.0923638429225093
"Micronesia, Fed. Sts.",2002,63.907,2156.7053215708593,112448.0,,5.5701,169.95617676,,0.5469976724993444
IDA total,2009,60.55394930237027,984.0916578779828,1406604878.0,92.7210083007812,4.9,40.40503377672357,58.8841094970703,5.060638843333919
Other small states,2013,70.80407900920008,11402.96920881156,11466589.0,104.034332275391,,747.0249547398864,82.9965667724609,0.9445053915383
Chile,2019,80.324,14495.716721686991,19197744.0,101.193206787109,85.0176,1348.99401855,,0.6343675338284385
Burkina Faso,2000,50.808,248.90852692175216,11925546.0,42.8175315856934,0.0770802,7.34345675,,1.8884738890652528
Liberia,2007,58.147,374.2113081042777,3669050.0,,0.551377,15.85356617,,9.535275362822816
Azerbaijan,1998,63.75,561.9068078718692,7913000.0,,0.0375,,,9.999999611536907
Middle income,1990,63.30855049591528,827.0237384192267,3804281569.0,99.1647491455078,,,70.2238006591797,3.2606069228493766
Singapore,2009,81.24146341463415,38926.80543654528,4987573.0,,69.0,1326.11682129,,0.1279533827780881
Senegal,2012,65.229,1326.837988483788,13310495.0,86.4115600585938,10.8,56.61458969,,4.002995550904572
Italy,1993,77.72195121951219,18781.952942713684,56831821.0,,0.122,,,-0.8528057319139037
Cyprus,2011,80.855,32485.796875,1146493.0,101.200538635254,56.8599,2114.66894531,98.6800003051758,0.416711868408683
French Polynesia,2000,79.0,14978.324104667972,240337.0,,6.35706,,,3.2454110130819345
Kazakhstan,2016,72.549,7475.566886894244,18363600.0,95.5584446566675,74.5877,255.84049988,,1.0999999991017262
Grenada,2000,72.955,4839.828111142478,107451.0,94.5418395996094,4.06391,259.33764648,,4.887952136505618
Aruba,2015,75.405,27458.225331027304,107906.0,115.01140867059,88.6612,,,-0.6236259023712449
Cameroon,1995,53.347,832.0066744876888,13058516.0,84.828010559082,,,,2.8940013773969753
Nepal,2000,62.642,223.8302891830779,24546509.0,114.346168518066,0.204652,8.34249592,,6.19999998192236
Isle of Man,2001,75.289,21819.71238256062,76476.0,,,,,5.39999903126116
Qatar,1994,74.245,14764.877135522172,499459.0,,,,,1.418708418529974
"Middle East, North Africa, Afghanistan & Pakistan",1994,64.16897180380047,1643.1686242449264,428117445.0,81.0736236572266,,,55.1179885864258,3.0889841486680893
Mauritius,2015,74.35317073170732,9507.871336564236,1262879.0,97.1186716587986,50.1393,515.72247314,92.7099990844727,3.690556903694329
Kazakhstan,2006,65.722,5030.13494711519,16103716.0,99.8527221679688,3.26837,170.9365387,,10.700000000000005
Marshall Islands,1992,61.9,1963.072346296456,46388.0,,0.0,,,7.140881198180352
Early-demographic dividend,2008,67.02181875680033,2592.8506355225313,2875943965.0,104.850952148438,,119.46347033965525,73.1250991821289,3.450056566302223
IDA & IBRD total,2009,68.58711266797359,3106.5647732779757,5797994405.0,102.649108886719,16.9,161.37682182860195,81.0384292602539,3.0098839504814237
Belarus,1990,70.83658536585365,1706.6409188234345,10189348.0,92.7227630615234,0.0,,,
Central Europe and the Baltics,1998,71.89823767599563,4117.999901441721,109238340.0,,,,,2.633678762577077
